Date,Tweet,User,Location,Belief,Keywords_used
11/13/2020,CoachSteve29 Lehhdo just bring the Corona and grenadine,b'G_TheRealtor',"b'Orlando, FL'",.,keywords
11/13/2020,Corona still mutating and getting harder to understand and easier to spread Lock us up,b'Kp2Kool',"b'Fort Worth, TX'",.,keywords
11/13/2020,Elon is rich as fuck if he really wanted to know if he has corona he could have the most advance test kit and have the results in less than an hour Theres no way he only has access to rapid testing This is all a plot to make the American people doubt the testing process,b'ValiumKing',"b'San Francisco, CA'",.,keywords
11/13/2020,Idc I rather be in lockdown and miss my 21st just so my uncle can walk again and come home And people still think corona is a hoax,b'DianiMartinezz',"b'Brooklyn, NY'",.,keywords
11/13/2020,EEstrada97s Corona and they been raiding a lot of big ass grows on the daily in Cali smh,b'DopestDope1017',b'West Dallas ',.,keywords
11/13/2020,Interesting timing that with all the election challenges corona virus is exploding again Dems we just keep doing the same thing over and hope it works the next time,b'Wendo37218120',b'Timbuktoo',.,keywords
11/13/2020,Who said back to normal This is covid 21 now And betta not be Covid 22 or 23 Covid19 Covid20 Covid21 Covid22 Covid23 Corona Rona Ronavirus Coronavirus Pandemic Epidemic,b'Officialsmoothk',"b'Chattanooga, TN'",.,keywords
11/13/2020,Zeke told me and mateo we couldnt share our juice cuz of corona virus i said papi me and you shared a water yesterday he said its okay only we can share lmaoooo,b'msssthing',b'',.,keywords
11/13/2020,I think I mightve defeated corona in less then a week The lead asbestos and silica in my body already have dibs and mustve told it to kick rocks,b'Es_MenoZ',b'Reno!',.,keywords
11/13/2020,Can we just do lockdown part 2 already and beat corona We all know its inevitable can we just get it over with,b'YoungGod823',b'Long Island New York',.,keywords
11/13/2020,Putting 27 hours this week bc someone caught corona and half my store is quarantining gang,b'cristalnvro',"b'Austin, TX'",.,keywords
11/13/2020,Happy FriYay We are open today from 10am until 5pm Gates open till 10pm to welcome in campers for Round one of the Corona Cup Series Tracks are prepped and look amazing River closed for maintenance,b'3PalmsMX',"b'Conroe, TX'",.,keywords
11/13/2020,Secret service is 130 members down with corona Swamp King and GOPIANS responsible So many people around this Loser dead or sick His supporters are also becoming sick,b'dennis11538231',b'Earth',.,keywords
11/13/2020,Some of yall girls want a street niggas and neither of yall got insurance Yall risking it all what if yall get shot or hit by corona RiskItAll,b'unlinkable_cuda',"b'Charlotte, NC'",.,keywords
11/13/2020,So JPGroves not long after NMSU played D2 Highlands and Western NM theyre was a rule change by the ncaa that FBS schools couldnt schedule D2 schools anymore How is this happening now Is it an exception because of Corona,b'AggieFanatico',"b'New Mexico, USA'",.,keywords
11/13/2020,Mini Me and Me queenbriii motheranddaughterlove familylove generations Corona California,b'cykeenan03',"b'Fullerton, CA'",.,keywords
11/13/2020,I have every resume already written for every job title and every industry Its already done because Ive BEEN a Resume Writer pre Corona so the timing is divine IF YOU HAVE A LOVED ONE WITH coronavirusvaccine OR COVID19 we will do you resume for FREE,b'andreaisawriter',b'Quarantined',.,keywords
11/13/2020,pixplz As a SUPERSPREADER of the GOSPEL TRUTH that CANNABIS stops coronavirus cold I preach in season and out of season The corona morona needs to stop,b'AvengingAnnieRI',b'',.,keywords
11/13/2020,RichardGrenell How could he be in a good mood as 1000s from the corona virus a day and 6 members of the military were killed,b'victorhull11',"b'Oceanside, CA'",.,keywords
11/13/2020,I made a joke on someones post saying corona virus ends at 1001 Pm her post had to do with the curfew This man really said its because the younger crowd starts at 10 gets drunker and the masks come off,b'flubbernuggets',b'Nueva York',.,keywords
11/13/2020,realDonaldTrump well well look who is now hiding in their basement bunker We havent seen or heard from you since you lost the election Corona virus cases are on the rise and you are doing nothing about it What a joke of a President you are,b'DonPerry10',"b'Atlanta, Ga.'",.,keywords
11/13/2020,THEMOCOLLINS RexChapman The symptoms are so variable and the tests so unreliable I dont think anecdotal evidence carries much weight at this point It goes back to basic immunology and how corona viruses behave until something is proven Common things happen commonly Reinfection would be uncommon,b'David_LeBoeuf',"b'New Orleans, LA'",.,keywords
11/13/2020,mrowand mukankita echo4dc You should remind this person of the common cold which is also a corona virus There is no herd immunity for it bc the immunity is short lived and the general population is never saturated enough with the virus Only difference is that people dont die of the common cold Also,b'goodlittletiger',b'United States',.,keywords
11/13/2020,AndrewBatesNC I just spoke with the suns coronaIts very solid and totally cool,b'Seejaytee631',"b'Houston, TX'",.,keywords
11/13/2020,Dear Corona Virus You have stole most of 2020 from me You are not getting Thanksgiving and Christmas,b'WheelsUpDDD',"b'Salt Lake City, UT'",.,keywords
11/13/2020,GovMurphy We are prepared to fight the second wave by learning to accept that I am no longer going to take drastic action to save lives Instead Ill do to NJ in general what I did to the elderly in nursing homes in the spring let corona spread and thin out the herd Reelecte me in 21,b'MrKostovny',b'',.,keywords
11/13/2020,JoeNBC Joey if Obama would have not depleted the Military equipment the PPE and brought on the Corona virus with your globalist view and world domination we would not have needed to spend so much but you know that dont you You just like to twist the facts Get off of the B bias,b'JaspersGateway',"b'Michigan, USA'",.,keywords
11/13/2020,GovMurphy The mindset that helped in the spring was being a leader and doing what conservative minds didnt like remoting education and stayathome orders How did you forget Did you catch Covid You know 1 in 5 or 9 people develop a mental disease from the Corona,b'MrKostovny',b'',.,keywords
11/13/2020,We havent heard from Trump in 7 days the number of corona virus victims is 920000 and the death toll is 7000 He wants to run again in 2024 really,b'momoffafa',"b'from  NJ, now lives in PA'",.,keywords
11/13/2020,Friday 132020 you dont need to be worried about Jason this year You need to be worried about corona and not the beer sgidmediagroup West Akron,b'shegetitdone',"b'Akron, OH'",.,keywords
11/13/2020,DiamondandSilk San Antonio invites Katrina victims and now the first corona patient We better get that vaccine FIRST This is why Texas has it so bad Lackland wilford hall and Utsa jumped in to help 1st Last wont work in Texas Biden You did not win Trump did Swnews,b'MariazWilliams1',b'Texas ',.,keywords
11/13/2020,He was saying about The Covid19 Corona virus and its progressdirection,b'jessekinkead11',"b'Anthem, AZ'",.,keywords
11/13/2020,When you are mentally and physically exhausted and trying to survive an 80 hr work week in Corona lane but Country Roads comes on and makes you believe its going to be a good 1516 hr day here,b'SMR1837',"b'Wheeling, WV'",.,keywords
11/13/2020,lol the most memorable year in history since 2010 and you take a break so all of the black lives matter is forgotten the countless deaths the world in dismaythe deaths from coronathe electionthe loss of trans livesthe unmasking of white supremacy yea ok,b'FlipsNDips',"b'Largo, FL'",.,keywords
11/13/2020,TeamTrump seanhannity I dont know but Im worried this corona was because people hurt innocent people bad colts in government affairs with space time alien technology was confiscated and used without fully knowing the caused glitch corona virus that it resulted and i met jesus hes real he traveled,b'Alberto48453306',b'',.,keywords
11/13/2020,DonaldJTrumpJr I dont know whats going on the government may have a space time machine confiscated by aliens to bring back people from the dead and corona was a glitch using that machine and now they tryng to cover it up something bigs happening were not aware of it and Im worried,b'Alberto48453306',b'',.,keywords
11/13/2020,DrEricDing Theres alien technology the united states confiscated and corona is a glitch from time that was caused by studying technology and converting it usa bad it sounds crazy but I know I just know somethings going on big and the earth is for all america shouldnt confiscate alien tech,b'Alberto48453306',b'',.,keywords
11/13/2020,IF SOMEONE YOU KNOW LOST THEIR JOB FROM CORONA VIRUS coronavirus WE WRITE RESUMES Its very easy and you could too or make content like THIS very flyer with the information youre reading Here is a guide from my Webinar How to Write a Resume 101 We will help,b'andreaisawriter',b'Quarantined',.,keywords
11/13/2020,realDonaldTrump I think Im from a diffrent dimension or something that was suppose to be kept under wraps a time mashine a jesus and even I cant fix anything if were not working together their tryng to time warp people who died into the future and corona isnt a disease its a fabric time itself,b'Alberto48453306',b'',.,keywords
11/13/2020,realDonaldTrump The left and biden are tryng to take over the world the gangs are affiliated with biden the machine thats causing the corona virus something big happened I cant rest I think somethings going on aliens or something else too alien machine take over government procedures use error,b'Alberto48453306',b'',.,keywords
11/13/2020,realDonaldTrump Sir I think theres a time rupture a black hole and corona is the clitch to the machine corona is to cover up the machines effect what can I doo Im all yours Im ready to step up and help Ill go in the machine and fix it I always wanted a family and cps tried to kill me always,b'Alberto48453306',b'',.,keywords
11/13/2020,Corona maybe a cover up the government may have a machine that opens up portals into other dimensions when they tested it and corona is the flaw it may not be a sickness its just some werent suppose to mess with time and space and messed up my time cuz Im realizing the pass,b'Alberto48453306',b'',.,keywords
11/13/2020,Sharkboy and Lavagirl is for pussies Colbydungan mid Hurricane Rita sipping a Corona Extra Light at age 15,b'justjace__',b'coloRADyo',.,keywords
11/13/2020,Yo weird and stupid as hell if you still thinking that lockdown gonna solve this corona shit,b'EmadYo1',"b'Denver, CO \xf0\x9f\x93\x8d'",.,keywords
11/13/2020,I cant wait till corona is gone and we go back to a normal life,b'deanacardenas_',"b'El Paso, TX '",.,keywords
11/13/2020,VP Are you going to act ever with Corona virus Forget about the election and do your job What is going on Highest numbers ever and you are frozen PLEASE HELPGOP BillyGrahamCan you help with Coronavirus Where is the fundraiser for that,b'MarciaG06680299',b'',.,keywords
11/13/2020,Trump disregarding not only the Corona Virus surge but US National Defense by not cooperating on the transition of government to Biden Our adversaries are watching his failures and licking their chops,b'jackson606476',b'NorCal',.,keywords
11/13/2020,nickmagrino We need a Waffle House Its the only bad thing about Minnesota And I wont get my yearly Waffle House now becuase of corona,b'devansr12',"b'Minneapolis, MN'",.,keywords
11/13/2020,its about that time of day againconvincing myself I have corona and I just gave it to everyone I know and love,b'amme_92',"b'Atlanta, GA'",.,keywords
11/13/2020,realDonaldTrump SenJohnKennedy MariaBartiromo TheJusticeDept So you now think your job protecting America from Covid is over What happened to Pence and his Corona task force The answer is clear you could Care less about America Its all about you Worst President In American history,b'flamberg_s',b'',.,keywords
11/13/2020,All these corona cases and deaths are so freaking sad smh,b'TheRealAnjanee',b'The City',.,keywords
11/13/2020,Billy4296 bradrust63 PerryTwpSchools believe what you want but you arent seeing the amount of kids in classes that have to stay home for two weeks because they got corona and how many people are sent home because of contact tracing my classes and others are basically empty because people cant wear a mask,b'bxnanabri',b'17 she/her',.,keywords
11/13/2020,W7VOA corona cases are up Senators are worried with JohnCornyn is asking if Trump is making right decision about selling nuclear weapons to Middle East Trump and NSA just yesterday signed multi billion dollar bill to sell nukes to UAE,b'twright55',b'',.,keywords
11/13/2020,My throat was feeling kinda scratchy and I was like oh no got corona But then I remembered I had a scream session in my car an hour ago and thats why my throat is scratchy Such relief,b'colin_rice89',"b'Salt Lake City, UT'",.,keywords
11/13/2020,Everyone saying Corona doesnt wake up at 10pm is a fucking idiot Its to control the crowding that happens when people go out at night ya read a little post on IG and run with it every time,b'GiovanniZoe',b'',.,keywords
11/13/2020,That Corona vaccine got me speaking in cursive and Roman numerals,b'Simpestpimp',b'Atm',.,keywords
11/12/2020,NBC10Katie meganranney NBC10 Also Megan we have a report from a priest that he was called to give last rites to a man who had driven his motorcycle into a pole and died from the head injury and our report says the coroner recorded the death as corona FRAUD,b'AvengingAnnieRI',b'',.,keywords
11/12/2020,Quite tired of hearing about Corona virus vaccines Trump Biden the election Fox News etcCan we just move on to the next event please Yes I know it will be the election again but can we just fast forward and get this show on the road I know Im to be patient but,b'dontlikespiders',b'Pennsylvania',.,keywords
11/12/2020,Todays motivational message make the best of any shitty situation improvise and overcome You got this you beautiful flower Motivation Weekend Corona 2020 Gay Slay Werk Queen Hancock Park Los Angeles,b'ElliottVanceXXX',b'BUF/LA',.,keywords
11/12/2020,realDonaldTrump Sir You are the president to lead and deal with issues such as the spike of corona virus in our country You are on your phone twitting 247 like a bore teenager Snap out of it and pretend you care for the American people heath,b'zumbin1965',"b'Warren, NJ'",.,keywords
11/12/2020,seanhannity Yep Trump let state Government decide how to handle corona virus in their cities The Democratic ran state have been hit the worst like New York and Chicago But Trump is to blame for the handling That is Blind stupidity,b'gpfraserjr',"b'Brunswick, Ga'",.,keywords
11/12/2020,I dont think ill die of corona because for the first few months of quarantine I drank myself to death and im in fact already in hell,b'raybarcroft',b'',.,keywords
11/12/2020,GuyKawasaki Yep just another scam to grab as much money as possible from any member of the population He doesnt care if its your Grandmas last pennies and Tom owe shes turned out on the street to deal with CORONA Virus without any help He does not give a shit even about his own kids,b'SheriWhitt',"b'Tampa, FL'",.,keywords
11/12/2020,Okay people I gotta say this Trumppresident controls the numbers on corona Dont believe news and numbers Im not saying its A hoax but Im just informing you to be cautious when looking at the data For this reason and more,b'JmariWyatt',"b'Texas, USA'",.,keywords
11/12/2020,hels torque NewYorker RanchoGordo So jelly Im still waiting on the list and running very low on Corona beans,b'at_ruds',"b'Redding, CT'",.,keywords
11/12/2020,Just Listed Just Listed Prescott 498500 2 Beds 2 Baths 1660 Sqr Feet THIS NEWLY BUILT MANDALAY HOME IS ONLY 2 MONTHS OLD SELLER IS RELOCATING OUT OF STATE AND MUST SELL THIS POPULAR CORONA FLOORPLAN FEATURES Call 9282278575 9282278575,b'DailyListings',b'102 N Montezuma St',.,keywords
11/12/2020,The work Ive seen and the stories Ive heard howardrhyne you deserve ALL THIS Corona cant top Gods Plan treasurehunt34 jazminemass EAT In Twin Voice,b'GuruTSuttles',"b'Los Angeles, CA'",.,keywords
11/12/2020,realDonaldTrump ChanelRion OANN CORONA VIRUS OUT OF CONTROL IN UNITED STATESDONALD TRUMP IN COMPLETE DENIAL OF BOTH THE PANDEMIC AND THE RESULTS OF THE ELECTION WHERE ARE THE PEOPLE WITH THE STRAIGHT JACKETS LOCK HIM UP,b'altakaker',b'',.,keywords
11/12/2020,SSKHockey Premier picks up their second win of the season with a 42 vs IHC Goals by Matt HamacherCoronaCASam LarkinAttleboroMAGWG Drew ArpinEBridgewaterMA and Shane McElhaneyNatickMA Mason Joseph was solid in the net for the W,b'SSKu18',b'',.,keywords
11/12/2020,College in the age of corona story my friend decided to rush and their very first official sister event of the year All sisters in the house or not have to get tested for coronvirus this year has been a total joke,b'PA_Capitol_Boy',"b'Harrisburg, PA'",.,keywords
11/12/2020,When corona is finally over and the world goes back to normal please continue to stay the fuck away from me,b'ColeisSmiley',"b'Fort Campbell North, KY'",.,keywords
11/12/2020,To wake up to a FT call from your mom looking sad hurt and in pain because of catching corona a different hurt,b'Show_Outter',"b'Birmingham, AL'",.,keywords
11/12/2020,OurDailyBears And I get there is definitely factors like corona that may not allow the production to be as high as they needed it to be I get that But allowing people to get online and buy 10 at a time is dumb,b'roydenogletree',"b'Waco, TX'",.,keywords
11/12/2020,pulte I have been cooking Thanksgiving by my moms side for over 40 years but my father is so scared of catching Corona that we arent allowed in the house All I want is to be able to hug my parents and celebrate the holidays covidsucks,b'madregoneloca',b'',.,keywords
11/12/2020,We have a microscopic enemy attacking us from all sides and the administration has had no plan They all but dismantled the Corona Virus Task Force,b'ShawnMacDonald_',b'',.,keywords
11/12/2020,Americans are so dumb and forgot corona can have no visible symptoms I wont be traveling or joining anyones family for Thanksgiving Sucks but cmon its a pandemic ACT ACCORDINGLY coronavirus,b'JustGinaMMA',"b'Brooklyn, NY'",.,keywords
11/12/2020,Ive been in Chicago all week and this is the most bored Ive been in months I forgot they taking corona serious up here,b'Jalenwashere',"b'Atlanta, GA'",.,keywords
11/12/2020,So Rapunzel was locked away for 18 years and the island that she was born on is named Corona that doesnt sit right with me,b'zoe_blue13',b'',.,keywords
11/12/2020,It is easy to hate things We need more folk brave enough to try to fix the problems they notice We can take corona safety seriously and care for underserved BIPOC students and parents,b'mmrohrer',"b'iPhone: 37.784252,-122.433273'",.,keywords
11/12/2020,Top headine is about another Trump lacky catching corona virus Lewandowski is getting the Cadillac treatment afforded the Super Spreader party The rest of us are left to suffer and die Were statistics They apparently are worthy of concern,b'BlueDog58156037',b'',.,keywords
11/12/2020,Could this installation of Father Bill and Jennyfer Stratman be any more perfect Corona del Mar Newport Beach California,b'AvranFineArt',b'(949) 494-0900',.,keywords
11/12/2020,Try to impeach our GREAT POTUS with no basis or claims whatsoever for nearly 4 years Kill the will drive and goals of the American people with mandated mask wearingEnter Corona with limeTry one last ditch effort to commit millions millions of votes to the left EXPOSED,b'T_Austin88',b'',.,keywords
11/12/2020,Wonder how many more there arewill beAnd whatever happened to Crede Bailey Ts security chief last heard from gravely ill in a hospital from before Corona Rose Garden,b'writerbeverly',b'Los Angeles',.,keywords
11/12/2020,On that note Im announcing my run for Corona City Counci Nobody knows this city better then I do and am going to appease to all parents that think their kids are going D1 or the leauge YOUNG2024,b'timyoung__',b'Southern California ',.,keywords
11/12/2020,DonaldJTrumpJr Where is your dad We have almost 250K deaths due to Corona Virus and realDonaldTrump is busy tweeting,b'pinkbeeatrize',b'United States',.,keywords
11/12/2020,beachmongoose MZHemingway What the hell are you talking aboutso you are saying the democrats knew about the corona virus coming and or facilitated it with China and are the reason the Americans are dead good to know,b'jbatton122890',b'',.,keywords
11/12/2020,another program not at my school did an activity about things theyre thankful for and a kid wrote hes thankful that hes not dead from corona how morbid i hate it here can yall fucking take it seriously so children arent afraid to die,b'Laurenyeahhhhh',"b'Garden City, MI'",.,keywords
11/12/2020,Corona Virus explained in craft terms you and 9 friends are crafting 1 is using glitter How many projects have glitter,b'coastal_eddyLB',"b'laguna beach, ca'",.,keywords
11/12/2020,Were hiring in Corona CA Click the link in our bio to apply to this job and more Customer Success Manager Applications ScientistWedSun shift at Thermo Fisher Scientific scientist,b'tmj_cao_eng',"b'Orange County, CA'",.,keywords
11/12/2020,sloyd66 Yeah girl How are you and your family making out wthis corona virus,b'PearlGarner16',"b'Brooklyn, NY'",.,keywords
11/12/2020,How to get back to normal life by being careful and staying safe during the corona pandemic Corona coronavirus covid StaySafe BeatCovid19 beatcorona COVID19 SafetyFirst facts healthinfo precautions normallife Flu,b'nik_dhar',"b'California, USA'",.,keywords
11/12/2020,AOC and the squad are not primarying people like Lamb So who cares if AOC couldnt win in Lambs district Would Lamb win the voters of Corona and Jackson Heights,b'JeremyR1992',"b'San Francisco via Queens, NY'",.,keywords
11/12/2020,arbitrageandy Bro no theyre not Youre salty we get it Youre on the anecdotal he said she said bullshit train This is just like early Corona when anecdotes blew up and painted a wild narrative Trumps very own internal advisors saying we have no clear path let alone a plan to win,b'chef_jerebear',b'',.,keywords
11/12/2020,I just looked up the lineup to a bunch of music festivals in Europe for summer 2021 and they are all so Good So I swear if Americas corona cases dont get better by then I will beat somebody up,b'laurawaldrip',"b'Sherman, TX'",.,keywords
11/12/2020,My issue is that Im paranoid af and if I cough more than 3 times Im convinced I have corona,b'jessicacrown',b'NJ',.,keywords
11/12/2020,uh im trying out the new corona premier beer and i just notice it 10am oops to be fair ive been up since 430am,b'NUFC_fan',"b'San Antonio, Texas'",.,keywords
11/12/2020,I got tested yesterday and I tested negative thank God I still havent shaken all the way back but Im glad I am corona free,b'cchildishhh',"b'Louisiana, USA'",.,keywords
11/12/2020,Its been a good 6 months with corona and people still too ignorant to get tested even tho youre showing symptoms its selfish and disgusting Grow up,b'ajahdanae',"b'Warner Robins, GA'",.,keywords
11/12/2020,Covid Denier Says Inject Me With The Corona Virus But Eventually Catches It And Dies,b'kobrian',"b'Horseheads, NY'",.,keywords
11/12/2020,RapSheet Open stadiums and states that have relaxed their Corona protocols just is not going to work for nfl team in those areas,b'Trackertracker2',b'SoundersFc/Seahawks/Mariners',.,keywords
11/12/2020,Ok so lets discuss this item has been left in the break room for days by someone is consumed with being diagnosed with Covid19 and act like they are so clean and your notthey maybe on to something here Corona here they come cant even make this up,b'vernon_tiffany',"b'Cleveland Heights, Ohio'",.,keywords
11/12/2020,Nohoeslovepatty no idea had one corona and passed out,b'ceya_son',b'',.,keywords
11/12/2020,TheMasters With the weather and corona We the people beg you to put the WHOLE tournament on TV America needs this More is BETTER,b'Mas2726',"b'Orlando, FL'",.,keywords
11/12/2020,DavidCornDC Trump amp Pence have both ABDICATED their positions on the Trump Corona Task Force TeamThey are shirking their responsibilities in the last 70 days and are comfortable with herd immunity,b'AnitaWarren2',"b'Ocean Bluff, MA'",.,keywords
11/12/2020,C95569157 GovMikeDeWine A cold and corona Personally Im not that worried about corona when a few cases are shutting down my school though it sucks Ohios mask rule isnt going to change bc of a tweet from u so pls wear one so I can possibly go to school,b'NoelleWitherite',b'',.,keywords
11/12/2020,shaunking Everyone could wear mask and it would still spread Didnt ppl in China wear mask BEFORE corona And didnt that shit still spread like wild fire Exactly,b'_givemeface_',b'United States',.,keywords
11/12/2020,LittleStarr Working in that hospital among those receiving chemo youve got way worse health concerns to worry about than the mild coldlike symptoms you may suffer from the corona You might get CANCER from the toxins youre administering and this has been well documented,b'AvengingAnnieRI',b'',.,keywords
11/12/2020,While we are stating the obvious would Corona Rona want to acknowledge that 2020 is a record year for storms we ran out of damn letters and fires California had droughtrelated fires amp acknowledge as such the threat of climatechange I thought Republicans loved threats,b'Cocoxochitl',b'Los Angeles',.,keywords
11/12/2020,THANKING GOD FOR HIS LOVING HAND ON AMERICA AND THE CLEANCING BEGAINING SAD PEOPLE WORRY ABOUT CORONA BUT NOT THE BABYS BEING KILLED EACH DAY MAY GOD WILL BE DONE FOR THOSE DOCTORS AND NURSES AND MOMS COMMINTING MURDER BABYS GO TO BE WITH GOD,b'BillMor10337419',b'',.,keywords
11/12/2020,Thats why Karl Roves article is no olive branch Trump needs to drop his baseless suits and focus on transition and corona,b'exavierpope',b'#BestDressedManonTV',.,keywords
11/12/2020,I believe CDC and Dr Faucci all need to be in jail for killing millions and tampering with Corona and the viruses that crippled our economy and more Dr Gary R Davis before his death told me how corrupt Faucci wasThe truth needs to be dealt withhip hop sound the alarm,b'MiamiMikeDevine',"b'Tulsa, OK'",.,keywords
11/12/2020,You see me in one other person in a video in the dj booth alone and you mentioning corona relax yal doing too much now,b'DJSchemes',b'The Streets',.,keywords
11/12/2020,This fuckin corona has my smell and taste fucked off I hate it I just wanna be able to smell and taste my damn food,b'Taelor_Paigee',"b'Denver, CO'",.,keywords
11/12/2020,Financially my best bet right now is getting Corona and slowly dying at home while continuing to work from home while I die,b'_cheeley12',"b'Baltimore, MD'",.,keywords
11/12/2020,Voter fraud is real and has always happened until now It suddenly has been cured by Biden who has also cured Corona with a vaccineif you believe this youre an idiot,b'tdcsports',"b'Palmdale, CA'",.,keywords
11/12/2020,Im no doctor but the election is over and people are still getting infected and we are breaking Corona Virus records of infectionSo you tell me and honestly tell meAre you sure it was a political virus,b'zach_attack_10',"b'Bellaire, OH'",.,keywords
11/12/2020,Im so fucking done with my Dad coming in the living room every other day to cross his hands and sigh really fucking loud and say Damn yall be careful This corona is gettin real bad Over a million ppl died Bruh where are these number coming from,b'jazzinmyear',b'',.,keywords
11/12/2020,Be honest how many of you stopped eating Chinese food and drinking Corona,b'remram4',b'',.,keywords
11/12/2020,Duhhhbass I can say whatever I want since I have corona and could die at any second,b'iAm_Seth64',"b'Colorado Springs, CO'",.,keywords
11/12/2020,Our beautiful girl is finally home and my son is loving every moment of it family babygirl girldad bigbrother mama daddy Corona California,b'CGonzalez0288',"b'Corona, CA'",.,keywords
11/12/2020,Steph56Renee I havent had gatherings in my home since I heard of Corona virus It is heart breaking Be it will just be me and hubby thanking God for his many blessings this year So sad,b'BeatriceHazele2',b'',.,keywords
11/12/2020,This past summer the Changes Tour was supposed to happen but Corona happened Im still waiting and I cant wait to meet up with other Beliebers And have an amazing time 2021ComeQuick,b'LibertyLuvBiebs',"b'Miami, FL'",.,keywords
11/12/2020,Im at a play and the actors got mask on Im sick of corona bruh,b'_Deewhoo',b'',.,keywords
11/12/2020,Who called it covid spikes and not Corona Heights,b'reyner',"b'Los Angeles, CA'",.,keywords
11/12/2020,MrDinklepltz TheWrongDMs BraceEtha NBTaylorSwift TwitterMoments Another trump apologist for his inept leadership I love it Okay so you made excuses for him on the Covid19CoronaVirus Now lets do his spreading of misinformation on social media and etc Actually whenever trump opens that mouth its a lie SMMFH,b'RosaYanarates',"b'San Diego, CA'",.,keywords
11/12/2020,5 months and Ill be on shore duty UsNavy Corona Covid ShoreDuty,b'CHILI_AK',"b'Washington, USA'",.,keywords
11/12/2020,PSA Health experts recommend that you bring your own platesutensils to the thanksgiving dinner amp thats why Lock It Plates was created to protect your food from gems and food splitspsa news corona covid19 covid foodsafety health safety gathering thanksgiving,b'plates_it',b'',.,keywords
11/12/2020,Get an idea how the immune system works with the rise in Corona cases and the decrease in temperature a decrease in immune response,b'Crai04541964',"b'San Francisco, CA'",.,keywords
11/12/2020,seanfeucht Thanks for helping further the spread of Corona virus with that no mask stunt Stop politicizing the virus and start listening to medical professionals,b'RenfieldRasputi',b'Texas/New Orleans',.,keywords
11/11/2020,realDonaldTrump Well most if not all of them had you behind And you were by millions You lost the popular vote for the second straight election And Russia helped you the first time This time you managed to cause everybody to vote by mail or early due to your stellar Corona response,b'olscrachjohnson',"b'New York, USA'",.,keywords
11/11/2020,Not surprised PC is an orange zone just drive by Noches de Colombia and youd see why,b'Don_Corona_2',b'',.,keywords
11/11/2020,She says you have to work thru a crisis Corona but she wont sign off so Biden can prepare for national security,b'wahwahsmith',"b'Green Mountain, NC'",.,keywords
11/11/2020,realDonaldTrump RECORD HIGH CORONA VIRUS STATES ARE OVERWHELMED AND YOU ARE FUCKING HIDING YOU ASS CLOWN,b'BlueDog58156037',b'',.,keywords
11/11/2020,If ur actually scared of corona and believe what the government is telling you I feel sorry for you,b'darren_harkins1',"b'Baltimore, OH'",.,keywords
11/11/2020,realDonaldTrump Courtesy of you and your Corona Task Force Thanks Small Hands,b'olscrachjohnson',"b'New York, USA'",.,keywords
11/11/2020,SpookyParkLife Yeah Tokyo sea is getting one giant land with 3 mini lands arendalle corona and never land,b'drunken_jose85',b'Mexico',.,keywords
11/11/2020,we know each of you are missing your sport and your teammates corona virus wont get us down please for the month of November look to the us on instagramfacebooktwitter page as we share highlights of year reflect on amazing things of last year and look NorthSevierHS,b'northsevierche1',b'',.,keywords
11/11/2020,Just arrived Black Work Studio SampR Lancero amp Corona Gorda Cigars Very limited and expect to see these go fast,b'stogiesNhops',b'Lynnwood',.,keywords
11/11/2020,What I want the collectors edition Vaccine look how sick the needle is all gold this is tuff so who got corona and wanna get me sick rq,b'blasianBronson',b'Fresno',.,keywords
11/11/2020,Only was way he came home was money and corona,b'_1kAi',"b'Baltimore, MD'",.,keywords
11/11/2020,TerraCalaway Shit I went to the hostpital Friday with 4 fractured ribs and a fractured t5 in my spine and had to get tested for corona and wait 4 hours for results before theyd even start doing any xrays,b'RebelRaider2',"b'Edinburg, TX'",.,keywords
11/11/2020,ohkemma atheglue I thought we were talking about everyones right to a full and healthy life Does your definition of everyone only include you How about looking at the big picture and considering how this is affecting the millions of people who are not dying of corona virus,b'IslesFan13',"b'Brooklyn,New York'",.,keywords
11/11/2020,MEGBusfield Congrats to you amp the family HOPEFULLY Corona wbe gone and you can HUG that lil angel up close SO HAPPY for all of you,b'Stacy16143301',"b'Brooklyn/Staten Island, N.Y'",.,keywords
11/11/2020,People thought corona beer gave you the virus Idc what republicans think I care about the facts and the facts are you cant just make up allegations of election fraud to try and change the results,b'masks_work',"b'The Man, The Meme, The Legend'",.,keywords
11/11/2020,jcornellKETV KETVRob heres an idea What about doing a story on a local school district that is managing the corona virus quite well ElkhornPS is doing great and we are so thankful for the way they are managing the pandemic We need some good news,b'leahyd',"b'Elkhorn, NE'",.,keywords
11/11/2020,So Corona hit home One of my uncles is in the hospital and at least five other cousins got the virus I know nothing more,b'analydiamonaco',"b'\xc3\x9cT: 34.03556,-118.43963'",.,keywords
11/11/2020,Its not Christmas without Santa Thats why Wahmhoff Farms Nursery built this covid19 proof booth with all the sleigh bells and whistles Now the kiddos can still visit before UCutting a tree with Mom and Dad corona cant cancel christmas,b'Christina4casts',"b'Kalamazoo, MI'",.,keywords
11/11/2020,ive seen a mf put his bare ass waffles on the kitchen table and wonder how he got corona like,b'caseybryant248',"b'Queens, NY \xe2\x9c\x88\xef\xb8\x8f Agg, TX'",.,keywords
